 ,Area,Mean,Min,Max,Angle,Length
1,0.044,14.660,9.750,17.000,0.000,0.702
2,0.031,17.686,12.570,19.859,-119.745,0.458
3,0.034,16.586,10.500,19.667,63.435,0.511
4,0.024,18.143,12.000,21.000,80.538,0.362
5,0.031,13.028,2.500,18.000,14.036,0.482
6,0.027,14.017,10.087,17.776,153.435,0.392
7,0.027,21.902,21.000,22.857,-164.055,0.390
8,0.055,18.772,2.567,22.722,18.435,0.897
9,0.024,14.452,6.000,20.000,-170.538,0.356
10,0.014,13.194,9.000,15.278,45.000,0.165
